u(k),u(k-1),u(k-2),y(k-1),y(k-2),y(k)
0.33258883252919236,-0.4635709726220252,-0.7551862050948108,0.6352424509670151,0.9519923106930837,0.9347062150623053
-0.563294117170368,0.33258883252919236,-0.4635709726220252,0.9347062150623053,0.6352424509670151,0.2931101078868958
-0.6328065670465057,-0.563294117170368,0.33258883252919236,0.2931101078868958,0.9347062150623053,0.9316702249595283
-0.24960519204437936,-0.6328065670465057,-0.563294117170368,0.9316702249595283,0.2931101078868958,0.6627698817292149
-0.32144222035729997,-0.24960519204437936,-0.6328065670465057,0.6627698817292149,0.9316702249595283,0.6893206072349237
0.611123558690287,-0.32144222035729997,-0.24960519204437936,0.6893206072349237,0.6627698817292149,0.9271047909098868
0.25222423600373434,0.611123558690287,-0.32144222035729997,0.9271047909098868,0.6893206072349237,0.4174912277449496
0.5397896231921353,0.25222423600373434,0.611123558690287,0.4174912277449496,0.9271047909098868,0.9108520631516028
-0.46579068163043424,0.5397896231921353,0.25222423600373434,0.9108520631516028,0.4174912277449496,0.2681676196002375
0.4187600316686171,-0.46579068163043424,0.5397896231921353,0.2681676196002375,0.9108520631516028,1.1773379862408249
0.4999184764111302,0.4187600316686171,-0.46579068163043424,1.1773379862408249,0.2681676196002375,0.41844118434892436
-0.17197265505824744,0.4999184764111302,0.4187600316686171,0.41844118434892436,1.1773379862408249,0.658027749703123
0.03301814246466783,-0.17197265505824744,0.4999184764111302,0.658027749703123,0.41844118434892436,0.7576827854191627
0.1349219293470656,0.03301814246466783,-0.17197265505824744,0.7576827854191627,0.658027749703123,0.6591154727145561
0.3648860672176941,0.1349219293470656,0.03301814246466783,0.6591154727145561,0.7576827854191627,0.747884404347021
-0.048971821685361405,0.3648860672176941,0.1349219293470656,0.747884404347021,0.6591154727145561,0.5195918509275965
-0.731976339922547,-0.048971821685361405,0.3648860672176941,0.5195918509275965,0.747884404347021,0.6191141078855145
-0.43812153881042026,-0.731976339922547,-0.048971821685361405,0.6191141078855145,0.5195918509275965,0.8329703122533226
-0.3965867423744247,-0.43812153881042026,-0.731976339922547,0.8329703122533226,0.6191141078855145,0.6226644696012508
-0.12735608734852621,-0.3965867423744247,-0.43812153881042026,0.6226644696012508,0.8329703122533226,0.807748115111354
-0.2995181610758735,-0.12735608734852621,-0.3965867423744247,0.807748115111354,0.6226644696012508,0.5684867481366138
-0.6199607495401633,-0.2995181610758735,-0.12735608734852621,0.5684867481366138,0.807748115111354,0.6906219449206137
-0.16994122721613403,-0.6199607495401633,-0.2995181610758735,0.6906219449206137,0.5684867481366138,0.8205699340594386
0.9081477940281788,-0.16994122721613403,-0.6199607495401633,0.8205699340594386,0.6906219449206137,0.8756282772389569
0.5067219691914662,0.9081477940281788,-0.16994122721613403,0.8756282772389569,0.8205699340594386,0.4202552391075282
-0.05179774702541451,0.5067219691914662,0.9081477940281788,0.4202552391075282,0.8756282772389569,0.6849300335144695
-0.5099288423250605,-0.05179774702541451,0.5067219691914662,0.6849300335144695,0.4202552391075282,0.5687324642595218
-0.5072355047948225,-0.5099288423250605,-0.05179774702541451,0.5687324642595218,0.6849300335144695,0.7817668908915016
0.5916811655796017,-0.5072355047948225,-0.5099288423250605,0.7817668908915016,0.5687324642595218,0.920761967377231
0.8208550481617682,0.5916811655796017,-0.5072355047948225,0.920761967377231,0.7817668908915016,0.5688927615470407
-0.2254804618597981,0.8208550481617682,0.5916811655796017,0.5688927615470407,0.920761967377231,0.4528663855813658
-0.19220361003869701,-0.2254804618597981,0.8208550481617682,0.4528663855813658,0.5688927615470407,0.8494081794763615
-0.06923920357720381,-0.19220361003869701,-0.2254804618597981,0.8494081794763615,0.4528663855813658,0.6212419803497558
-0.2675473083732842,-0.06923920357720381,-0.19220361003869701,0.6212419803497558,0.8494081794763615,0.6754160586214817
0.18037665990468432,-0.2675473083732842,-0.06923920357720381,0.6754160586214817,0.6212419803497558,0.8120834150995077
0.6623701940612541,0.18037665990468432,-0.2675473083732842,0.8120834150995077,0.6754160586214817,0.7140781462012499
0.4260443038942565,0.6623701940612541,0.18037665990468432,0.7140781462012499,0.8120834150995077,0.5700922008929515
-0.8811497707064577,0.4260443038942565,0.6623701940612541,0.5700922008929515,0.7140781462012499,0.4066133323712971
-0.8793515128505047,-0.8811497707064577,0.4260443038942565,0.4066133323712971,0.5700922008929515,0.9026298358078104
-0.6139544616198125,-0.8793515128505047,-0.8811497707064577,0.9026298358078104,0.4066133323712971,0.6613597746741913
-0.1576848793167216,-0.6139544616198125,-0.8793515128505047,0.6613597746741913,0.9026298358078104,0.8404672613788227
-0.2524343262566928,-0.1576848793167216,-0.6139544616198125,0.8404672613788227,0.6613597746741913,0.5702310260888231
0.3015875387325413,-0.2524343262566928,-0.1576848793167216,0.5702310260888231,0.8404672613788227,0.905751089738222
0.7520460034777792,0.3015875387325413,-0.2524343262566928,0.905751089738222,0.5702310260888231,0.6468695723249663
0.47255000749753084,0.7520460034777792,0.3015875387325413,0.6468695723249663,0.905751089738222,0.5975234387559136
0.022527515897939,0.47255000749753084,0.7520460034777792,0.5975234387559136,0.6468695723249663,0.6007679481109857
0.6814104081169601,0.022527515897939,0.47255000749753084,0.6007679481109857,0.5975234387559136,0.8983902476348006
-0.7970138847701616,0.6814104081169601,0.022527515897939,0.8983902476348006,0.6007679481109857,0.1496946711855315
0.26538601898209624,-0.7970138847701616,0.6814104081169601,0.1496946711855315,0.8983902476348006,1.2835333106279116
-0.42054006850914005,0.26538601898209624,-0.7970138847701616,1.2835333106279116,0.1496946711855315,0.19297002897067186
0.7134464189978895,-0.42054006850914005,0.26538601898209624,0.19297002897067186,1.2835333106279116,1.2686230388702007
-0.013881995383648649,0.7134464189978895,-0.42054006850914005,1.2686230388702007,0.19297002897067186,0.16572478835345839
-0.8416280201131332,-0.013881995383648649,0.7134464189978895,0.16572478835345839,1.2686230388702007,0.7670270350299536
-0.5953880794109405,-0.8416280201131332,-0.013881995383648649,0.7670270350299536,0.16572478835345839,0.7332332861885733
-0.5990367601002653,-0.5953880794109405,-0.8416280201131332,0.7332332861885733,0.7670270350299536,0.6792083038521312
0.6169095593826253,-0.5990367601002653,-0.5953880794109405,0.6792083038521312,0.7332332861885733,1.0182493952702332
-0.061638681897617786,0.6169095593826253,-0.5990367601002653,1.0182493952702332,0.6792083038521312,0.2904760105688431
-0.8167176207924309,-0.061638681897617786,0.6169095593826253,0.2904760105688431,1.0182493952702332,0.7365012847223165
-0.2864333968196202,-0.8167176207924309,-0.061638681897617786,0.7365012847223165,0.2904760105688431,0.8217328347243518
0.8288274789542716,-0.2864333968196202,-0.8167176207924309,0.8217328347243518,0.7365012847223165,0.8900645552128219
-0.7821667914902295,0.8288274789542716,-0.2864333968196202,0.8900645552128219,0.8217328347243518,0.1137788561871288
-0.29883884051552934,-0.7821667914902295,0.8288274789542716,0.1137788561871288,0.8900645552128219,1.147160146668867
0.9720825301948524,-0.29883884051552934,-0.7821667914902295,1.147160146668867,0.1137788561871288,0.7644556133637809
-0.8712966781911384,0.9720825301948524,-0.29883884051552934,0.7644556133637809,1.147160146668867,0.12170785401367173
0.12886758434225665,-0.8712966781911384,0.9720825301948524,0.12170785401367173,0.7644556133637809,1.2790093141397834
0.8443475998802075,0.12886758434225665,-0.8712966781911384,1.2790093141397834,0.12170785401367173,0.5518087501339204
0.9464928996909534,0.8443475998802075,0.12886758434225665,0.5518087501339204,1.2790093141397834,0.7499003518111359
-0.6694086392641772,0.9464928996909534,0.8443475998802075,0.7499003518111359,0.5518087501339204,0.18876119591327123
-0.0039909475283081974,-0.6694086392641772,0.9464928996909534,0.18876119591327123,0.7499003518111359,1.1654199400778984
0.32333403908145275,-0.0039909475283081974,-0.6694086392641772,1.1654199400778984,0.18876119591327123,0.5060823833081223
0.7944868802855045,0.32333403908145275,-0.0039909475283081974,0.5060823833081223,1.1654199400778984,0.897724185338557
-0.5099826632157178,0.7944868802855045,0.32333403908145275,0.897724185338557,0.5060823833081223,0.18789611568015868
0.012741548151749438,-0.5099826632157178,0.7944868802855045,0.18789611568015868,0.897724185338557,1.1220791703764055
-0.13904753761902633,0.012741548151749438,-0.5099826632157178,1.1220791703764055,0.18789611568015868,0.40407731712966843
0.5201779991793753,-0.13904753761902633,0.012741548151749438,0.40407731712966843,1.1220791703764055,1.0313981498632503
-0.8333640112901057,0.5201779991793753,-0.13904753761902633,1.0313981498632503,0.40407731712966843,0.12015286571432238
-0.5852327865010643,-0.8333640112901057,0.5201779991793753,0.12015286571432238,1.0313981498632503,1.0894697481915299
0.21086433302680385,-0.5852327865010643,-0.8333640112901057,1.0894697481915299,0.12015286571432238,0.6855449290798596
-0.3447487461333514,0.21086433302680385,-0.5852327865010643,0.6855449290798596,1.0894697481915299,0.5308386497296477
0.5765429245747524,-0.3447487461333514,0.21086433302680385,0.5308386497296477,0.6855449290798596,1.027719550995293
-0.24342163589049748,0.5765429245747524,-0.3447487461333514,1.027719550995293,0.5308386497296477,0.25251395975177077
0.26710270167423666,-0.24342163589049748,0.5765429245747524,0.25251395975177077,1.027719550995293,1.0798609180928853
0.6198544762723224,0.26710270167423666,-0.24342163589049748,1.0798609180928853,0.25251395975177077,0.536492096477016
0.26563289388510514,0.6198544762723224,0.26710270167423666,0.536492096477016,1.0798609180928853,0.65695564113466
0.550452039345247,0.26563289388510514,0.6198544762723224,0.65695564113466,0.536492096477016,0.7564468118288988
0.9877362011410862,0.550452039345247,0.26563289388510514,0.7564468118288988,0.65695564113466,0.7178450660905034
-0.6353103969307805,0.9877362011410862,0.550452039345247,0.7178450660905034,0.7564468118288988,0.20478619654564312
-0.0032942429317774913,-0.6353103969307805,0.9877362011410862,0.20478619654564312,0.7178450660905034,1.1495201279609097
-0.9123976200603636,-0.0032942429317774913,-0.6353103969307805,1.1495201279609097,0.20478619654564312,0.203664045395905
-0.6428248012506776,-0.9123976200603636,-0.0032942429317774913,0.203664045395905,1.1495201279609097,1.0731860304704826
0.7978634778347282,-0.6428248012506776,-0.9123976200603636,1.0731860304704826,0.203664045395905,0.8570560101320954
-0.6109293802155538,0.7978634778347282,-0.6428248012506776,0.8570560101320954,1.0731860304704826,0.18442867732106494
-0.7987091384107834,-0.6109293802155538,0.7978634778347282,0.18442867732106494,0.8570560101320954,0.9507064824991824
0.9165981865502335,-0.7987091384107834,-0.6109293802155538,0.9507064824991824,0.18442867732106494,0.9940157343310053
0.16155195051203175,0.9165981865502335,-0.7987091384107834,0.9940157343310053,0.9507064824991824,0.2684096171950649
-0.6122650127904532,0.16155195051203175,0.9165981865502335,0.2684096171950649,0.9940157343310053,0.7312659374448172
-0.13890408750529404,-0.6122650127904532,0.16155195051203175,0.7312659374448172,0.2684096171950649,0.800525453864239
-0.6135064590571573,-0.13890408750529404,-0.6122650127904532,0.800525453864239,0.7312659374448172,0.49773818256316676
0.22915897146548447,-0.6135064590571573,-0.13890408750529404,0.49773818256316676,0.800525453864239,1.0427885817989482
-0.6839840763362817,0.22915897146548447,-0.6135064590571573,1.0427885817989482,0.49773818256316676,0.23931931279810031
0.313193326040347,-0.6839840763362817,0.22915897146548447,0.23931931279810031,1.0427885817989482,1.2293224049114566
-0.9868502884439923,0.313193326040347,-0.6839840763362817,1.2293224049114566,0.23931931279810031,0.05754009827946596
-0.018088220185813464,-0.9868502884439923,0.313193326040347,0.05754009827946596,1.2293224049114566,1.2882330942166464
0.6863726576225173,-0.018088220185813464,-0.9868502884439923,1.2882330942166464,0.05754009827946596,0.5530238665652704
-0.28214626770273554,0.6863726576225173,-0.018088220185813464,0.5530238665652704,1.2882330942166464,0.48934493738163903
-0.27222791279765635,-0.28214626770273554,0.6863726576225173,0.48934493738163903,0.5530238665652704,0.8233908620880064
0.34730344610587593,-0.27222791279765635,-0.28214626770273554,0.8233908620880064,0.48934493738163903,0.764451554681526
0.019411174569309964,0.34730344610587593,-0.27222791279765635,0.764451554681526,0.8233908620880064,0.5318210143958202
-0.8197607865478853,0.019411174569309964,0.34730344610587593,0.5318210143958202,0.764451554681526,0.5687607842655048
0.7617216877934603,-0.8197607865478853,0.019411174569309964,0.5687607842655048,0.5318210143958202,1.191937381015998
-0.8054994935144821,0.7617216877934603,-0.8197607865478853,1.191937381015998,0.5687607842655048,-0.01679024407716448
0.7900901916288487,-0.8054994935144821,0.7617216877934603,-0.01679024407716448,1.191937381015998,1.4388905631175302
-0.8284003912462024,0.7900901916288487,-0.8054994935144821,1.4388905631175302,-0.01679024407716448,-0.11843733354393787
0.3881846988411275,-0.8284003912462024,0.7900901916288487,-0.11843733354393787,1.4388905631175302,1.3317329361515027
0.8845445675326629,0.3881846988411275,-0.8284003912462024,1.3317329361515027,-0.11843733354393787,0.46523434760997606
0.0423707435938141,0.8845445675326629,0.3881846988411275,0.46523434760997606,1.3317329361515027,0.5672982506261112
-0.4390215667454098,0.0423707435938141,0.8845445675326629,0.5672982506261112,0.46523434760997606,0.6340618637241123
-0.05171602635526251,-0.4390215667454098,0.0423707435938141,0.6340618637241123,0.5672982506261112,0.8320267007262684
0.7725964858278997,-0.05171602635526251,-0.4390215667454098,0.8320267007262684,0.6340618637241123,0.7995867296983002
-0.11072824214658716,0.7725964858278997,-0.05171602635526251,0.7995867296983002,0.8320267007262684,0.35054097477640656
-0.3681184392577057,-0.11072824214658716,0.7725964858278997,0.35054097477640656,0.7995867296983002,0.8317567889076914
0.2504687751782897,-0.3681184392577057,-0.11072824214658716,0.8317567889076914,0.35054097477640656,0.764132379860125
