u(k),u(k-1),u(k-2),y(k-1),y(k-2),y(k)
-0.7768281825863983,0.10138236181294258,0.1357454171613095,0.7435599460353883,0.5635873691403886,0.41934243024984474
0.3444884787136657,-0.7768281825863983,0.10138236181294258,0.41934243024984474,0.7435599460353883,1.1696205792424694
0.40596564466044427,0.3444884787136657,-0.7768281825863983,1.1696205792424694,0.41934243024984474,0.4204399714483433
-0.5176000521911843,0.40596564466044427,0.3444884787136657,0.4204399714483433,1.1696205792424694,0.59859418998026
0.44943859189235313,-0.5176000521911843,0.40596564466044427,0.59859418998026,0.4204399714483433,1.0038459168562555
-0.6233336056228045,0.44943859189235313,-0.5176000521911843,1.0038459168562555,0.59859418998026,0.20741576034033957
-0.27388258135862587,-0.6233336056228045,0.44943859189235313,0.20741576034033957,1.0038459168562555,1.0772826298485982
0.008736685264989719,-0.27388258135862587,-0.6233336056228045,1.0772826298485982,0.20741576034033957,0.5471966543417071
-0.26953378559590013,0.008736685264989719,-0.27388258135862587,0.5471966543417071,1.0772826298485982,0.6995671910063798
0.9734407932042548,-0.26953378559590013,0.008736685264989719,0.6995671910063798,0.5471966543417071,0.9956342304833926
0.9408925867228399,0.9734407932042548,-0.26953378559590013,0.9956342304833926,0.6995671910063798,0.44537855841799645
0.14719216670081492,0.9408925867228399,0.9734407932042548,0.44537855841799645,0.9956342304833926,0.589002611812999
0.9192932194931631,0.14719216670081492,0.9408925867228399,0.589002611812999,0.44537855841799645,0.9280979992556839
0.9303558040681299,0.9192932194931631,0.14719216670081492,0.9280979992556839,0.589002611812999,0.494040870153264
-0.013198488739271985,0.9303558040681299,0.9192932194931631,0.494040870153264,0.9280979992556839,0.5214028037531946
-0.3675878481788071,-0.013198488739271985,0.9303558040681299,0.5214028037531946,0.494040870153264,0.6983120972143197
0.27030672364204134,-0.3675878481788071,-0.013198488739271985,0.6983120972143197,0.5214028037531946,0.8500587736115449
0.30729242936849044,0.27030672364204134,-0.3675878481788071,0.8500587736115449,0.6983120972143197,0.5762489395805547
-0.43188906642949565,0.30729242936849044,0.27030672364204134,0.5762489395805547,0.8500587736115449,0.5505553384952685
-0.5153818187770085,-0.43188906642949565,0.30729242936849044,0.5505553384952685,0.5762489395805547,0.7681154943500281
0.5358172570640574,-0.5153818187770085,-0.43188906642949565,0.7681154943500281,0.5505553384952685,0.9174991187261676
0.08850172706720483,0.5358172570640574,-0.5153818187770085,0.9174991187261676,0.7681154943500281,0.4043260058727758
0.4911185510117211,0.08850172706720483,0.5358172570640574,0.4043260058727758,0.9174991187261676,0.9557199689757604
0.48579976794016355,0.4911185510117211,0.08850172706720483,0.9557199689757604,0.4043260058727758,0.4967440701775404
-0.30651891201584225,0.48579976794016355,0.4911185510117211,0.4967440701775404,0.9557199689757604,0.5797127585117303
0.7821320111671846,-0.30651891201584225,0.48579976794016355,0.5797127585117303,0.4967440701775404,1.0359542009799396
-0.8695700674122733,0.7821320111671846,-0.30651891201584225,1.0359542009799396,0.5797127585117303,0.030313753938582128
-0.48901830666004553,-0.8695700674122733,0.7821320111671846,0.030313753938582128,1.0359542009799396,1.1376983635263016
-0.35191818470503655,-0.48901830666004553,-0.8695700674122733,1.1376983635263016,0.030313753938582128,0.49457780023952824
-0.7654318029559917,-0.35191818470503655,-0.48901830666004553,0.49457780023952824,1.1376983635263016,0.7176838510077146
0.7549108042279684,-0.7654318029559917,-0.35191818470503655,0.7176838510077146,0.49457780023952824,1.0783927039342622
0.847345003333728,0.7549108042279684,-0.7654318029559917,1.0783927039342622,0.7176838510077146,0.4476986464475543
0.47845942233164007,0.847345003333728,0.7549108042279684,0.4476986464475543,1.0783927039342622,0.6984433538411456
0.8481760740045983,0.47845942233164007,0.847345003333728,0.6984433538411456,0.4476986464475543,0.7406290991210909
